order_id,run_id,account_id,code,side,quantity,earliest_trade_date,price_ceiling_floor,status,reason_codes_json,reason_codes,candidate_id,split,signal_date
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20251230
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20251230
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20251230
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20251230
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20251230
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20251230
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20251231
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20251231
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20251231
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20251231
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20251231
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20251231
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260101
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260101
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260101
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260101
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260101
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260101
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260102
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260102
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260102
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260102
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260102
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260102
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260105
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260105
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260105
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260105
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260105
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260105
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260106
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260106
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260106
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260106
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260106
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260106
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260107
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260107
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260107
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260107
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260107
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260107
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260108
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260108
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260108
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260108
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260108
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260108
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260109
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260109
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260109
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260109
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260109
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260109
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260112
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260112
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260112
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260112
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260112
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260112
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260113
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260113
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260113
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260113
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260113
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260113
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260114
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260114
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260114
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260114
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260114
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260114
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260115
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260115
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260115
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260115
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260115
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260115
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260116
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260116
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260116
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260116
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260116
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260116
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260119
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260119
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260119
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260119
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260119
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260119
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260120
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260120
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260120
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260120
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260120
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260120
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260121
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260121
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260121
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260121
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260121
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260121
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260122
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260122
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260122
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260122
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260122
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260122
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260123
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260123
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260123
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260123
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260123
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260123
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260126
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260126
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260126
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260126
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260126
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260126
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260127
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260127
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260127
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260127
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260127
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260127
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260128
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260128
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260128
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260128
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260128
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260128
,,,601398.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260129
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260129
,,,300001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260129
,,,688001.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260129
,,,000001.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260129
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM')",F0_BALANCED,validation,20260129
,,,000002.SZ,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260130
,,,600000.SH,,,,,BLOCKED,,"('NO_EXECUTABLE_ACTION', 'NET_EDGE_BELOW_MINIMUM', 'MARKET_EXPOSURE_CAP_ZERO')",F0_BALANCED,validation,20260130
